qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs,bookRefs,books
Q25668644,1,0,1,1,1,1,LUK
Q25668642,1,0,1,1,1,1,LUK
Q25668643,1,0,1,1,1,1,LUK
Q10312716,1,0,1,1,1,1,LUK
Q25668640,1,0,1,1,1,1,LUK
Q25668639,1,0,1,1,1,1,LUK
Q11936413,1,0,1,1,1,1,LUK
Q25668638,1,0,1,1,1,1,LUK
Q11936480,1,0,1,1,1,1,LUK
Q19715666,1,0,1,1,1,1,LUK
Q114932684,1,0,1,1,1,1,LUK
Q114932946,1,0,1,1,1,1,LUK
Q4208533,1,0,1,1,1,1,LUK
Q269889,2,2,0,2,2,1,LUK
Q106079959,1,1,0,1,1,1,LUK
Q4118707,1,1,0,1,1,1,LUK
Q232453,15,15,0,3,3,2,LUK;JHN
Q239058,15,15,0,3,3,2,LUK;JHN
Q139792,4,4,0,1,1,1,LUK
Q711072,1,1,0,1,1,1,LUK
Q1359769,6,6,0,2,2,1,JHN
Q295084,5,5,0,3,3,1,JHN
Q139830548,3,0,3,2,2,1,JHN
Q539890,21,21,0,2,2,1,JHN
Q2979581,1,0,1,1,1,1,JHN
Q983883,3,3,0,1,1,1,ACT
Q44020,6,4,2,3,3,2,ACT;GAL
Q126372611,1,1,0,1,1,1,ACT
Q185856,37,34,3,10,10,4,ACT;1CO;GAL;COL
Q37946276,6,6,0,1,1,1,ACT
Q37946284,3,3,0,1,1,1,ACT
Q310584,2,2,0,1,1,1,ACT
Q562394,1,0,1,1,1,1,ACT
Q371624,1,1,0,1,1,1,ACT
Q161775,14,13,1,5,5,1,ACT
Q508571,16,16,0,3,3,1,ACT
Q1169498,1,1,0,1,1,1,ACT
Q2183266,1,1,0,1,1,1,ACT
Q1398612,1,1,0,1,1,1,ACT
Q9200,253,250,3,43,43,15,ACT;ROM;1CO;2CO;GAL;EPH;PHP;COL;1TH;2TH;1TI;2TI;TIT;PHM;2PE
Q139830617,5,5,0,1,1,1,ACT
Q1374017,7,7,0,1,1,1,ACT
Q382898,6,5,1,2,2,1,ACT
Q3725177,3,3,0,1,1,1,ACT
Q693055,4,4,0,1,1,1,ACT
Q47267586,4,1,3,2,2,1,ACT
Q435987,11,11,0,2,2,1,ACT
Q335127,2,2,0,2,2,1,ACT
Q1411,1,0,1,1,1,1,ACT
Q298636,10,10,0,1,1,1,ACT
Q3311767,1,1,0,1,1,1,ACT
Q1992340,9,7,2,3,3,1,ACT
Q7320830,1,1,0,1,1,1,ACT
Q33100712,1,1,0,1,1,1,ACT
Q139830869,1,1,0,1,1,1,ACT
Q1398261,1,1,0,1,1,1,ACT
Q3300101,1,1,0,1,1,1,ACT
Q982942,3,3,0,1,1,1,ACT
Q2566388,5,5,0,1,1,1,ACT
Q1710870,3,3,0,1,1,1,ACT
Q312376,21,20,1,8,8,5,ACT;2CO;1TH;2TH;1PE
Q212647,26,26,0,20,20,12,ACT;ROM;1CO;2CO;PHP;COL;1TH;2TH;1TI;2TI;PHM;HEB
Q292282,2,2,0,1,1,1,ACT
Q978409,4,4,0,1,1,1,ACT
Q310686,1,1,0,1,1,1,ACT
Q466687,1,1,0,1,1,1,ACT
Q46512139,7,7,0,4,4,4,ACT;ROM;1CO;2TI
Q22661413,7,7,0,4,4,4,ACT;ROM;1CO;2TI
Q452194,3,3,0,1,1,1,ACT
Q1091308,1,1,0,1,1,1,ACT
Q335114,11,11,0,7,7,3,ACT;1CO;TIT
Q127582207,1,1,0,1,1,1,ACT
Q3567249,1,1,0,1,1,1,ACT
Q126616157,1,1,0,1,1,1,ACT
Q468859,4,4,0,4,4,3,ACT;COL;PHM
Q110624753,1,1,0,1,1,1,ACT
Q1396807,5,5,0,5,5,5,ACT;EPH;COL;2TI;TIT
Q4207124,3,3,0,3,3,2,ACT;2TI
Q3438613,1,1,0,1,1,1,ACT
Q16934159,1,1,0,1,1,1,ACT
Q2376069,20,20,0,4,4,1,ACT
Q316915,14,13,1,3,3,1,ACT
Q485854,1,1,0,1,1,1,ACT
Q3518955,2,2,0,1,1,1,ACT
Q464307,17,17,0,3,3,1,ACT
Q313419,16,16,0,2,2,1,ACT
Q466696,3,3,0,2,2,1,ACT
Q126491011,7,7,0,2,2,1,ACT
Q291547,1,1,0,1,1,1,ROM
Q6778753,1,0,1,1,1,1,ROM
Q262766,1,1,0,1,1,1,ROM
Q477211,1,1,0,1,1,1,ROM
Q65246466,1,1,0,1,1,1,ROM
Q9340990,1,1,0,1,1,1,ROM
Q618161,1,1,0,1,1,1,ROM
Q7848786,1,1,0,1,1,1,ROM
Q752778,1,1,0,1,1,1,ROM
Q126521835,1,1,0,1,1,1,ROM
Q1960801,1,1,0,1,1,1,ROM
Q1075381,1,1,0,1,1,1,1CO
Q1140217,1,0,1,1,1,1,1CO
Q3413973,1,0,1,1,1,1,1CO
Q7608188,3,1,2,2,2,1,1CO
Q1376253,1,1,0,1,1,1,1CO
Q982939,1,1,0,1,1,1,1CO
Q320136,14,2,12,7,7,4,2CO;GAL;2TI;TIT
Q302986,1,0,1,1,1,1,2CO
Q724476,2,2,0,2,2,1,PHP
Q1382493,1,1,0,1,1,1,PHP
Q106084401,1,1,0,1,1,1,PHP
Q953527,2,2,0,2,2,2,COL;PHM
Q4281752,1,1,0,1,1,1,COL
Q6188194,2,2,0,1,1,1,COL
Q128538,2,2,0,2,2,2,COL;2TI
Q468856,2,2,0,2,2,2,COL;PHM
Q16199754,2,2,0,2,2,2,1TI;2TI
Q25344412,1,0,1,1,1,1,2TI
Q1373978,1,0,1,1,1,1,2TI
Q130218125,1,1,0,1,1,1,2TI
Q97166693,1,1,0,1,1,1,2TI
Q164212,3,2,1,2,2,1,2TI
Q21582214,1,0,1,1,1,1,2TI
Q21582218,1,0,1,1,1,1,2TI
Q1185201,1,1,0,1,1,1,2TI
Q981729,1,1,0,1,1,1,2TI
Q106310727,1,1,0,1,1,1,2TI
Q1348146,1,1,0,1,1,1,2TI
Q706540,1,1,0,1,1,1,TIT
Q1393130,1,1,0,1,1,1,TIT
Q709209,1,1,0,1,1,1,PHM
Q4068319,1,1,0,1,1,1,PHM
Q63349866,1,1,0,1,1,1,PHM
Q126489544,1,1,0,1,1,1,3JN
Q659399,1,0,1,1,1,1,3JN
Q126478581,1,1,0,1,1,1,3JN
Q2733634,4,4,0,2,2,1,REV
